Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Membership,Age,TotalSpent,RelationshipStatus,Children,HouseHoldSize,Parent
Graduate,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,178,46,745,Partner,1,3,1
Postgraduate,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,120,51,264,Partner,1,3,1
Graduate,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,12,38,2157,Partner,0,2,0
Postgraduate,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,305,65,1526,Partner,1,3,1
Graduate,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,446,46,69,Partner,1,3,1
Graduate,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,596,58,1597,Partner,0,2,0
Undergraduate,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,31,32,64,Alone,1,2,1
Graduate,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,593,40,497,Partner,1,3,1
Graduate,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,405,68,1067,Alone,1,2,1
Graduate,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,52,47,31,Partner,2,4,1
Graduate,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,297,50,211,Partner,2,4,1
Postgraduate,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,581,48,877,Partner,1,3,1
Graduate,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,532,45,11,Partner,1,3,1
Postgraduate,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,424,41,2034,Partner,0,2,0
Graduate,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,197,33,1991,Alone,0,1,0
Postgraduate,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,88,62,1686,Alone,0,1,0
Postgraduate,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,152,42,324,Alone,1,2,1
Postgraduate,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,72,45,69,Alone,1,2,1
Graduate,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,608,69,252,Partner,2,4,1
Undergraduate,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,538,59,54,Alone,1,2,1
Postgraduate,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,478,63,964,Partner,2,4,1
Graduate,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,497,73,1327,Partner,1,3,1
Postgraduate,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,98,60,68,Partner,2,4,1
Graduate,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,548,65,60,Partner,0,2,0
Graduate,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,428,69,55,Alone,2,3,1
Graduate,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,109,58,1456,Partner,0,2,0
Undergraduate,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,419,66,563,Alone,1,2,1
Graduate,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,496,70,1504,Alone,1,2,1
Graduate,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,66,57,564,Alone,2,3,1
Graduate,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,215,61,1125,Partner,0,2,0
Graduate,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,36,65,358,Partner,1,3,1
Postgraduate,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,200,53,42,Partner,1,3,1
Graduate,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,66,60,184,Partner,1,3,1
Graduate,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,437,41,460,Partner,1,3,1
Postgraduate,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,32,79,145,Alone,0,1,0
Graduate,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,529,77,1376,Partner,0,2,0
Postgraduate,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,525,55,792,Alone,1,2,1
Graduate,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,611,72,1382,Partner,0,2,0
Undergraduate,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,586,77,28,Partner,0,2,0
Postgraduate,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,274,78,1033,Partner,0,2,0
Graduate,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,396,55,882,Alone,1,2,1
Postgraduate,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,483,75,2231,Partner,0,2,0
Postgraduate,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,621,63,1101,Partner,1,3,1
Graduate,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,655,50,369,Partner,1,3,1
Undergraduate,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,122,44,48,Alone,1,2,1
Postgraduate,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,502,75,467,Alone,1,2,1
Graduate,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,551,53,44,Alone,2,3,1
Undergraduate,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,469,45,38,Alone,2,3,1
Graduate,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,235,56,81,Partner,2,4,1
Postgraduate,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,329,53,167,Alone,1,2,1
Postgraduate,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,50,69,45,Partner,2,4,1
Graduate,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,399,52,664,Partner,1,3,1
Undergraduate,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,292,60,622,Partner,1,3,1
Undergraduate,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,476,45,48,Alone,1,2,1
Graduate,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,249,49,461,Partner,1,3,1
Graduate,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,313,47,1073,Partner,1,3,1
Undergraduate,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,295,38,55,Partner,1,3,1
Graduate,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,460,68,976,Partner,1,3,1
Postgraduate,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,13,44,20,Alone,1,2,1
Graduate,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,417,42,1149,Partner,0,2,0
Undergraduate,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,14,63,43,Partner,0,2,0
Postgraduate,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,252,49,224,Partner,1,3,1
Postgraduate,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,649,50,101,Alone,1,2,1
Postgraduate,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,437,78,209,Partner,0,2,0
Graduate,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,632,39,968,Alone,0,1,0
Postgraduate,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,386,72,1165,Partner,0,2,0
Graduate,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,103,57,24,Partner,1,3,1
Graduate,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,608,69,252,Partner,2,4,1
Graduate,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,669,39,165,Alone,1,2,1
Postgraduate,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,624,47,269,Partner,0,2,0
Postgraduate,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,327,51,102,Partner,1,3,1
Undergraduate,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,332,40,461,Partner,0,2,0
Undergraduate,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,559,45,47,Alone,1,2,1
Postgraduate,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,132,48,144,Alone,2,3,1
Graduate,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,623,56,1338,Partner,0,2,0
Graduate,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,213,65,917,Partner,1,3,1
Graduate,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,544,53,318,Partner,2,4,1
Graduate,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,603,57,253,Alone,2,3,1
Graduate,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,646,51,502,Partner,1,3,1
Graduate,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,202,41,119,Partner,1,3,1
Undergraduate,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,670,45,1250,Partner,2,4,1
Graduate,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,239,45,969,Partner,1,3,1
Graduate,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,328,74,76,Partner,2,4,1
Postgraduate,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,78,61,62,Alone,2,3,1
Undergraduate,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,318,62,1382,Partner,0,2,0
Graduate,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,142,48,84,Alone,1,2,1
Graduate,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,351,72,255,Partner,2,4,1
Postgraduate,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,380,64,43,Partner,2,4,1
Graduate,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,269,69,398,Alone,1,2,1
Postgraduate,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,74,47,76,Alone,1,2,1
Graduate,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,23,60,902,Partner,2,4,1
Undergraduate,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,58,43,823,Partner,1,3,1
Graduate,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,2,48,1179,Partner,1,3,1
Graduate,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,623,50,1921,Partner,1,3,1
Postgraduate,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,427,73,185,Partner,2,4,1
Graduate,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,466,58,433,Alone,2,3,1
Graduate,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,170,73,34,Partner,2,4,1
Graduate,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,386,66,907,Partner,1,3,1
Postgraduate,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,204,58,416,Alone,2,3,1
Graduate,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,390,60,44,Alone,2,3,1
Graduate,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,62,68,1588,Partner,0,2,0
Postgraduate,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,601,50,1797,Alone,0,1,0
Graduate,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,633,58,40,Partner,2,4,1
Postgraduate,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,590,61,1143,Alone,1,2,1
Postgraduate,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,1,55,914,Partner,0,2,0
Graduate,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,525,32,1502,Partner,0,2,0
Graduate,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,500,70,1338,Alone,1,2,1
Postgraduate,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,343,41,27,Partner,1,3,1
Undergraduate,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,274,42,763,Partner,1,3,1
Graduate,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,345,73,1331,Alone,0,1,0
Graduate,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,302,68,525,Partner,2,4,1
Postgraduate,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,14,63,9,Partner,2,4,1
Graduate,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,83,62,953,Partner,1,3,1
Postgraduate,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,261,53,68,Alone,2,3,1
Postgraduate,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,268,53,131,Alone,2,3,1
Graduate,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,324,56,882,Partner,1,3,1
Undergraduate,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,663,46,1149,Partner,0,2,0
Graduate,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,287,55,37,Partner,1,3,1
Postgraduate,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,308,59,388,Alone,1,2,1
Graduate,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,499,38,1428,Partner,0,2,0
Postgraduate,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,402,66,1633,Partner,0,2,0
Postgraduate,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,403,49,173,Partner,1,3,1
Graduate,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,264,37,99,Alone,1,2,1
Graduate,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,471,65,215,Partner,1,3,1
Postgraduate,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,497,62,929,Partner,1,3,1
Graduate,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,101,50,219,Partner,1,3,1
Graduate,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,291,47,174,Partner,2,4,1
Graduate,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,566,46,92,Partner,2,4,1
Postgraduate,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,293,54,1052,Partner,0,2,0
Graduate,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,464,67,275,Partner,1,3,1
Undergraduate,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,695,69,587,Partner,1,3,1
Postgraduate,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,645,70,1662,Alone,1,2,1
Postgraduate,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,503,42,159,Partner,1,3,1
Postgraduate,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,391,71,1024,Alone,0,1,0
Postgraduate,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,67,56,35,Alone,1,2,1
Postgraduate,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,302,67,1042,Partner,0,2,0
Postgraduate,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,204,59,395,Partner,2,4,1
Postgraduate,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,655,49,557,Partner,0,2,0
Postgraduate,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,6,61,9,Partner,2,4,1
Graduate,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,356,34,69,Partner,0,2,0
Postgraduate,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,169,58,486,Partner,1,3,1
Graduate,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,147,36,34,Alone,1,2,1
Undergraduate,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,649,29,1365,Alone,0,1,0
Graduate,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,406,49,13,Partner,1,3,1
Postgraduate,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,608,46,1401,Partner,0,2,0
Graduate,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,534,63,1574,Partner,0,2,0
Postgraduate,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,292,40,1323,Alone,0,1,0
Postgraduate,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,321,53,1217,Alone,1,2,1
Postgraduate,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,589,73,103,Alone,3,4,1
Postgraduate,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,360,48,84,Partner,0,2,0
Postgraduate,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,519,52,1536,Partner,0,2,0
Graduate,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,649,39,581,Partner,1,3,1
Postgraduate,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,599,58,928,Partner,1,3,1
Undergraduate,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,196,49,14,Alone,0,1,0
Graduate,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,326,45,424,Alone,1,2,1
Graduate,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,258,53,960,Partner,1,3,1
Graduate,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,597,42,1555,Partner,0,2,0
Graduate,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,630,51,656,Alone,2,3,1
Postgraduate,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,296,56,55,Partner,2,4,1
Graduate,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,49,40,20,Alone,1,2,1
Postgraduate,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,636,53,367,Partner,1,3,1
Undergraduate,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,111,47,2257,Partner,0,2,0
Postgraduate,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,120,57,42,Alone,1,2,1
Graduate,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,382,60,1049,Alone,1,2,1
Graduate,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,74,52,48,Alone,2,3,1
Postgraduate,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,543,76,685,Alone,1,2,1
Graduate,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,71,72,39,Alone,1,2,1
Undergraduate,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,142,37,43,Alone,0,1,0
Postgraduate,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,682,65,835,Alone,0,1,0
Graduate,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,159,66,1515,Partner,0,2,0
Postgraduate,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,495,73,1039,Partner,1,3,1
Graduate,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,349,49,1596,Alone,1,2,1
Postgraduate,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,622,40,1828,Partner,0,2,0
Postgraduate,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,60,55,34,Partner,1,3,1
Postgraduate,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,72,56,149,Alone,1,2,1
Postgraduate,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,406,55,946,Alone,1,2,1
Postgraduate,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,41,39,28,Alone,0,1,0
Graduate,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,603,40,450,Alone,1,2,1
Postgraduate,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,161,67,46,Partner,2,4,1
Postgraduate,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,234,53,1702,Alone,0,1,0
Graduate,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,293,49,820,Partner,2,4,1
Graduate,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,488,42,382,Partner,1,3,1
Postgraduate,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,667,36,2126,Partner,0,2,0
Postgraduate,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,58,35,2069,Partner,0,2,0
Graduate,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,518,39,72,Partner,1,3,1
Graduate,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,26,56,732,Alone,1,2,1
Graduate,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,34,50,801,Alone,0,1,0
Graduate,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,252,75,236,Alone,1,2,1
Undergraduate,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,658,46,80,Partner,1,3,1
Postgraduate,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,90,70,1685,Alone,0,1,0
Postgraduate,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,381,74,507,Partner,1,3,1
Postgraduate,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,491,60,68,Partner,2,4,1
Graduate,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,77,41,49,Alone,0,1,0
Postgraduate,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,103,37,397,Partner,0,2,0
Graduate,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,248,53,39,Alone,1,2,1
Graduate,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,155,56,306,Partner,1,3,1
Graduate,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,414,70,976,Partner,0,2,0
Postgraduate,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,296,53,1028,Partner,1,3,1
Graduate,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,144,38,70,Partner,1,3,1
Graduate,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,467,65,46,Partner,0,2,0
Postgraduate,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,276,44,51,Partner,1,3,1
Undergraduate,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,70,64,1263,Partner,0,2,0
Graduate,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,596,54,1490,Alone,1,2,1
Postgraduate,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,623,53,1564,Partner,0,2,0
Graduate,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,676,57,1815,Partner,1,3,1
Postgraduate,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,520,61,1198,Alone,1,2,1
Graduate,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,674,56,416,Alone,1,2,1
Graduate,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,498,34,85,Partner,0,2,0
Postgraduate,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,394,43,47,Alone,1,2,1
Graduate,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,494,48,137,Alone,0,1,0
Postgraduate,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,550,59,21,Partner,2,4,1
